qa_id,qa_type,question,answer,model,effective,update_by,update_time,model_list,model_num,model_id,cat_name,error_list
ICWIKI202307243186,洗涤/脱水类问题,羽绒服在筒内转动的时候，为什么不翻转？,：您好，羽绒服在洗涤初期，会因为衣物里面有空气，导致衣物漂浮起来，是正常现象，随着洗涤时间的增加，空气会逐渐被排出羽绒填充部分，衣物会恢复正常洗涤状态。,"H1, H1Neo",2023-09-04 15:52:00 已生效,王鹏程,2023-09-07 11:38:00.000000,"h1,h1neo",2,"ICMU008,ICMU038","洗衣机,洗衣机",
ICWIKI202307243247,APP及联网,联网时，机身正面的快连二维码识别异常，无法正常联网,您好，如果未能找到洗衣机的二维码，按照机器的型号手动添加即可，可参考下图操作,"H1, H1Neo",2023-09-04 09:49:51 已生效,王鹏程,2023-09-07 11:38:00.000000,"h1,h1neo",2,"ICMU008,ICMU038","洗衣机,洗衣机",
ICWIKI202307244011,烘干类问题,衣物标识烘掉了,您好，带有橡胶标识的衣物，由于其材质标准不同，为避免烘干后出现异常，我们是不建议您进行烘干使用的，洗护前，请您按照衣物标签上的说明进行洗护，洗涤时也建议您将衣物标识翻到衣物内使用。,"H1, H1Neo",2023-09-04 09:41:45 已生效,王鹏程,2023-09-07 11:38:00.000000,"h1,h1neo",2,"ICMU008,ICMU038","洗衣机,洗衣机",
ICWIKI202307243177,洗涤/脱水类问题,袜子会掉入门密封圈,您好，滚筒洗衣机在运行中通过滚筒转动，提升摔打的方式进行洗涤，像是袜子、手套等小件衣物，可能会在衣物被提起掉落后卡夹在门密封圈处或卷入大件衣物内，导致洗烘效果不佳，建议您将小件衣物放入洗衣袋内使用。,"H1, H1Neo",2023-09-04 09:27:52 已生效,王鹏程,2023-09-07 11:38:00.000000,"h1,h1neo",2,"ICMU008,ICMU038","洗衣机,洗衣机",
ICWIKI202307243560,常见问题,触摸电源键时无法实现开关机该如何处理？,"您好，石头分子筛洗烘一体机H1的电源键，短按开机，长按2秒关机，如无法开机，请确认以下情况：
首先请确认电源线有没有插好，插座有没有电；
触摸按键时，使用手指肚接触面积10mm以上
如果反复操作都无法开机，请联系售后客服","H1, H1Neo",2023-09-04 15:35:26 已生效,王鹏程,2023-09-07 11:38:00.000000,"h1,h1neo",2,"ICMU008,ICMU038","洗衣机,洗衣机",
ICWIKI202307243789,常见问题,转动洗衣机内筒的时候，会有“沙沙”声，是否正常？,您好，沙沙声，是滚筒内提升筋里面水解银离子被转动起来的声音，银离子遇水释放，可深入纤维内部，净衣抑菌更彻底，健康洗护时刻守护家人健康，比阳光更高效。,"H1, H1Neo",2023-09-04 09:46:14 已生效,王鹏程,2023-09-07 11:38:00.000000,"h1,h1neo",2,"ICMU008,ICMU038","洗衣机,洗衣机",
ICWIKI202307243289,APP及联网,重置WIFI后，洗衣机之前的设置都消失了（自定义、洗涤剂用量）,您好，正常情况下，即使洗衣机因为网络不稳或断电而出现的短暂离线，也会进行自动重连。如手动进行WIFI重置，会清除掉之前的设置，您可以重新进行设置。,"H1, H1Neo",2023-09-04 09:52:33 已生效,王鹏程,2023-09-07 11:38:00.000000,"h1,h1neo",2,"ICMU008,ICMU038","洗衣机,洗衣机",
ICWIKI202310250929,开箱图,H1 Neo 开箱图,H1 Neo 开箱图,H1Neo,2023-10-25 19:01:47 已生效,衡晶晶,2023-10-25 19:01:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040183,常见问题,【丝绸】为什么有默认的超干？没有微干和普通？会不会过烘？,您好，丝绸的专属程序，是针对丝绸材质特殊调教的，洗涤节拍轻柔低温烘干护衣，超干是为了保证最佳的烘干效果，请放心使用。,H1Neo,2023-09-04 16:02:06 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040162,常见问题,【快速】为什么不快？,您好，【快速】模式适合快速洗护少量轻污渍衣物或频繁换洗的小件衣物，及时洗净，高效省时；如果您放入了大量衣物进行洗烘，石头洗烘一体机也会智能的根据您所选程序和衣物重量，智能调节最佳的洗烘时长，让您的衣物洗净干透。3件正装男士衬衫可以实现1小时快速洗烘，即干即穿。,H1Neo,2023-09-04 16:03:06 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040172,常见问题,【快速】和【标准】的烘干时间差的很少，快速从何谈起？,您好，【快速】模式适合快速洗护少量轻污渍衣物或频繁换洗的小件衣物，及时洗净，高效省时；如果您放入了大量衣物进行洗烘，石头分子筛洗烘一体机也会智能的根据您所选程序和衣物重量，智能调节最佳的洗烘时长，让您的衣物洗净干透。这种情况下，【快速】模式与标准模式的时长可能会差异不大，如果您想让快速的洗护时长变短，按照模式推荐的衣物量使用就可以了。,H1Neo,2023-09-04 16:16:07 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040158,常见问题,中途添加衣物时，机器没有根据衣物量自动添加水，且无法手动添加水量,您好，洗衣机筒内有含水衣物的时候，添加了新衣物不会直接注水洗涤，石头分子筛洗烘一体机的智能洗烘算法，会根据衣物状态在洗涤中途智能判断并注水合适的水量，请您放心使用。,H1Neo,2023-09-04 15:58:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040167,常见问题,为什么进到烘干阶段，显示时间会突然跳变，增加或减少？,您好，显示时间的跳变属于正常现象。烘干进程中石头分子筛洗烘一体机的RR洗烘算法会根据衣物的潮湿状态进行智能判断，当未达到判干条件时会自动调节，时间显示可能会变多或变少，实现衣干即停，请您放心使用。,H1Neo,2023-09-04 16:05:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040174,常见问题,使用烘干功能后，衣物没有完全干透的差评？,您好，很抱歉给您带来不便，衣物没有完全烘干的情况，会受到多重因素的影响，正常使用的状态下，烘干后的衣物干燥亲肤，适合烘后即穿。如有任何烘干异常的问题，您可以随时联系售后，我们将为您排查可能出现的问题。石头分子筛洗烘一体机的洗烘或烘干程序，会根据您选择的洗护程序与和RR智能算法专门调试的，请您放心使用。,H1Neo,2023-09-04 16:01:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040134,常见问题,使用石头洗烘一体机时，控制面板上的部分按键无法操作（部分程序找不到了）?,"您好，出现按键无法操作的情况，请您确认一下是否在以下状态中：
选择洗衣程序的时候，部分程序按键不亮（熄灭）。是因为您选择的洗衣模式，不支持该程序，您可以通过切换洗涤/洗烘/烘干模式来进行调换。
童锁功能生效中，除电源和童锁组合按键外的其他按键均被禁用，此时童锁指示灯常亮，长按"" 温度”3秒，可取消童锁。",H1Neo,2023-09-04 16:04:06 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040194,常见问题,关于wifi6网络协议补充说明,"【排查解答流程】
【场景一】客户对路由器有基础了解；
3.1. 扫地机是否支持wifi6功能路由器？
您好，小石头支持wifi6路由器，请您放心。【温馨提示】由于市面上路由器品牌较多且软件设置不同，部分可能修改配置选项后即可联网使用，如您在联网过程中遇到问题，可以随时联系我们，请您放心使用！
3.2若用户继续追问，请回复以下：
您好，如少数路由器需要配置成包含11n/ax mixed模式（混合模式），温馨提示:1. wifi6路由器有11n/ax mixed模式（混合模式），推荐您打开此选项正常再尝试连接使用观察；2. 同时建议检查加密方式，如为WPA3超强加密方式（WPA3为新一代加密技术,但选择该选项后部分设备可能会存在兼容性问题而无法接入。），则需要修改为WPA2或WPA2/WPA3；上述两步确认好并保存，断电重启路由器连接观察看是否可以。
【内部了解】
扫地机产品支持wifi6路由器，如开启混合模式(向下兼容wifi4)，则不影响连接；
wifi6路由器加密方式新增WPA3超强模式（WPA3为新一代加密技术,但选择该选项后部分设备可能会存在兼容性问题而无法接入。），此模式不支持，需要路由器后台wifi设置中修改加密方式，推荐WPA2或WPA2/WPA3；
【场景二】客户对路由器不清楚
3.2 连接路由器失败情况
则引导客户拍照路由器底部照片信息，并优先引导热点连接成功后，再上传日志进一步分析。
(提交服务请求)",H1Neo,2023-09-04 16:20:07 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040137,常见问题,关于用户反馈衣物洗坏/破损情况排查方案：,"您好，
请您先确认衣物标签上的使用说明，衣物面料是否支持机洗、烘干，或特殊的洗烘要求？
确认是否有同其他衣物混洗，洗涤的衣物上是否有金属片类似饰品
检查滚筒内壁是否光滑平整
确认是只首次使用这样？还是多次使用只有这一次这样？
解答告知滚筒洗衣机工作原理：
我们的洗衣机都是通过摔打衣物来去渍的，滚筒没有破损，衣物就不会有损伤呢~
用户不认可情况，预约上门工程师上门维修检测
如反馈的是窗帘类物品：增加确认窗帘在清洗前是否将窗帘钩子全部摘下？",H1Neo,2023-09-04 16:10:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040141,常见问题,"刚开始使用石头洗烘一体机,洗涤剂投放量小，感觉看不到泡沫",您好，石头分子筛洗烘一体机洗涤剂储液盒内的溶液，是通过活塞泵泵出的，新机器初次使用的时候，会先泵出一些空气才能泵到溶液，可能会导致溶液投放量比常规投放时少一些，之后会恢复正常投放量，您可以放心使用。,H1Neo,2023-09-04 16:08:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040130,常见问题,刚开始使用，发现进水异常，不进水？,"排查：询问用户是否为新装修的房子？很可能是水管内杂质多，把进水口滤网给堵住了。
建议：清理进水口滤网后再试用",H1Neo,2023-09-04 16:01:51 已生效,衡晶晶,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040171,常见问题,单【烘干】模式，程序启动了十几分钟后才开始进行脱水的原因？,您好，可能是筒内衣物分布不均造成偏心较大，机器在自动调平，所以脱水时间延后了，请您放心使用。,H1Neo,2023-09-04 16:01:06 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040178,常见问题,在洗烘/烘干的时候机器周围有味道,您好，石头分子筛洗烘一体机的门密封圈为橡胶零部件，新橡胶件可能出现一定气味，对人体无害，随着使用时长的增加，气味会逐渐减少，属于正常现象，请放心使用，建议您每次洗烘完毕后可打开机门进行通风。,H1Neo,2023-09-04 16:17:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040179,常见问题,在洗烘结束打开机门取出衣物的时候，筒内有味道,您好，石头分子筛洗烘一体机的门密封圈为橡胶零部件，新橡胶件可能出现一定气味，对人体无害，随着使用时长的增加，气味会逐渐减少，属于正常现象，请放心使用，建议您每次洗烘完毕后可打开机门进行通风。,H1Neo,2023-09-04 16:14:07 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040140,常见问题,如果不想用这个【智能投放】功能怎么办？如何关闭掉？,"您好，可以在洗衣机【控制面板】上点击【洗衣机】或【柔顺剂】按键，选择永久关闭/开启【洗衣液】或【柔顺剂】智能投放功能。也可以在手机APP中永久关闭/开启此功能。
升级到最新版固件，可支持永久关闭。
手动投放模式
选择手动投放洗涤剂，务必关闭智能投放功能，否则可能造成漂洗不净。 
如使用洗衣粉/消毒液/洗衣凝珠等洗涤用品，洗涤前直接投入筒内即可。
如使用羊毛、真丝等特殊衣物专属洗涤剂，请按照使用说明操作后，投入筒内。",H1Neo,2023-09-04 16:12:52 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040204,常见问题,屏幕上出现了12E 的代码,您好，这是误操作进入了工程模式，将洗衣机开机重启即可，也建议您将APP升级到最新版本，可避免误触。,H1Neo,2023-09-04 16:11:52 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040165,常见问题,很多浅色的衣服烘干后出现像水渍样的斑，是什么原因呢？,"排查：
是否第一次出现此问题？之前是否也出现过？
是的话：让用户使用桶自洁程序清理一下洗衣机，然后把门封清理一下再看看。",H1Neo,2023-09-04 16:17:52 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040150,常见问题,排水时有异响是什么原因？,您好，可以检查排水泵滤芯是否被毛屑堵塞，可以参照说明书及时清理消除异响，如依然有异响，您随时联系我们，我们第一时间为您安排专业的售后人员上门确认。,H1Neo,2023-09-04 16:08:07 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040200,常见问题,排水泵如何清理？,"您好，保持洗衣机洁净可以提高性能，避免不必要的维修，延长使用寿命。每年至少清洗排水泵滤芯5-6次，建议每月一次，或者当显示屏出现“E2”的错误信息提示时清洗。
（任何清洁前都务必拔下电源插头，拆卸后的部件务必安装到位，检查测试后再使用）",H1Neo,2023-09-04 16:17:08 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040202,常见问题,控制面板不平,您好，这个是正常的呢。每台洗衣机出厂前都经过了严格的检验，可放心使用。,H1Neo,2023-09-04 16:03:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040142,常见问题,日常使用中，感觉洗涤剂投放量小，感觉看不到泡沫怎么办？,您好，石头分子筛洗烘一体机根据洗衣程序和衣物装载量，智能判断洗涤剂和柔顺剂单次的使用量，实现智能配比，让洗涤泡沫量恰到好处，安全少残留。滚筒式洗衣机节水型设计，水位较低，泡沫不易观察，可以在第一次漂洗中观察，（参看APP漂洗状态），如果默认的洗涤剂用量产生的泡沫量不能满足您的需求，您可以通过手机APP，将用量调整成【多量】后使用。,H1Neo,2023-09-04 16:22:07 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040175,常见问题,显示烘干时间长，但实际用时短，时间差距过大。如：显示5小时，实际3小时就烘干了,"您好，石头分子筛洗烘一体机显示的默认时间是按照洗护程序与衣物重量预估的时间，烘干进程中石头分子筛洗烘一体机的RR洗烘算法会根据衣物的潮湿状态进行智能判断，当未达到判干条件时会自动调节，时间显示可能会变多或变少，实现衣干即停，请您放心使用。
排查可能出现的原因：
用户放入了湿衣服，影响了首次称重的准确性
上一次操作时，有水留在筒内，也会影响首次称重",H1Neo,2023-09-04 16:18:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040203,常见问题,显示面板区域亮度不一致,您好，这个是正常的呢。每台洗衣机出厂前都经过了严格的检验，可放心使用。,H1Neo,2023-09-04 16:00:51 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040160,常见问题,机器提示洗衣完成。打开洗衣机门发现，桶内存有半桶热水，衣服处于热水浸泡，完全湿漉的状态（排水异常，筒内有积水的问题）,您好，请您检查排水管线的位置，排水管的安装弯折过多，会导致排水不畅，建议减少管线弯折，且洗衣机延长管不能长于1.5m。,H1Neo,2023-09-04 16:19:07 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040133,常见问题,机门锁定和解锁时声音很大，是否正常？,您好，石头分子筛洗烘一体机使用的是行业通用标准的门锁，此类门锁锁定及解锁时均会有声音，属于正常情况，请您放心使用。,H1Neo,2023-09-04 16:20:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040196,常见问题,柔顺剂缺液提醒：柔顺剂图标快速闪烁,"提示/现象：柔顺剂图标 持续快速闪烁
原因及解决方法：
柔顺剂缺液提醒，将柔顺剂添加至MAX液位线, 若图标仍持续闪烁， 请联系售后客服。",H1Neo,2023-09-04 15:58:06 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040153,常见问题,没有将衣物上的污渍洗干净？,"您好，石头分子筛洗烘一体机有多种衣物洗衣程序，请您按照衣物标签的建议并根据衣物材质选择适合的程序来洗涤，以达到最好的清洁效果。
如果您的衣物局部沾有：油渍、彩笔渍、衣领汗渍、血渍等特殊污渍，需要您提前手动清洗完局部污渍后再放入洗衣机内清洁，以达到最佳的洗涤效果。
如果衣物需要深度清洁，可根据衣物标签建议提高水温清洗，以达到最佳的洗涤效果。",H1Neo,2023-09-04 16:21:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040185,常见问题,洗/烘完的衣物上，反而沾了很多毛毛,"您好，如果您清洗了掉毛较多的衣物（浴巾、床上用品、宠物用品等）可能会有部分毛屑留存在内外筒之间无法被水流全部带走，建议您在洗涤完易掉毛衣物后，进行一次筒自洁，可有效缓解此问题。
（如果用户洗烘了毛绒玩具，可能会造成筒内毛屑增多，建议运行一次筒自洁程序，避免影响下次衣物的洗护。）",H1Neo,2023-09-04 16:16:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040186,常见问题,洗涤/烘干后的衣物，毛发（猫毛、狗毛之类）没有能全部去除？,"亲，石头分子筛洗烘一体机的洗烘对于宠物毛发有一定的去除能力，根据衣物材质的差异，毛絮去除效果也会有所不同。部分衣物材质，会将毛絮卷入到深层纤维，不易去除，日常建议在衣物粘有少量毛发的时候进行洗护，效果会更好。
洗涤后建议：如果衣物标签可以支持洗衣机洗烘，建议您使用洗烘模式，再体验一下，烘干的过程中，因为水分的减少，毛絮就很容易被扬起来，然后被我们的风路里面的滤网给吸附，毛絮去除效果会更好。",H1Neo,2023-09-04 16:02:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040145,常见问题,洗涤剂储液盒里面还有溶液，为什么提示缺液？,您好，石头洗烘一体机为了避免因为缺少洗涤剂而影响洗涤效果，会在储液盒内尚有余量的时候，提前预警，提示您添加洗衣液/柔顺剂。（不问可不说，目前洗衣液余量约120ml，柔顺剂余量约90ml会图标快闪提示）,H1Neo,2023-09-04 16:07:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040163,常见问题,洗涤完成后，仍有泡沫残留（门密封圈/衣物/筒内）,您好，洗涤完成后出现泡沫残留的情况，可能是您使用了高泡洗涤剂，产生了过多泡沫而导致漂洗不净出现的残留，或者是洗涤剂投放量过多导致的。滚筒洗衣机产品采用了节水型洗涤方式，为保证洗涤效果与时效，也建议您使用低泡洗涤剂或降低投放量。也可以在洗涤前增加【漂洗】次数可有效消除泡沫。（控制面板上或Roborock APP上调节）,H1Neo,2023-09-04 16:19:52 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040157,常见问题,洗涤结束后，开门发现有少量水流出来,您好，洗衣机在运行洗涤程序时，门密封圈和门玻璃上可能会留有水滴，偶尔水滴汇集在一起，开门掉落，并非洗衣机门漏水，属于正常现象，请您放心使用。,H1Neo,2023-09-04 16:18:07 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040166,常见问题,洗烘/烘干结束后，或烘干中途暂停洗衣机，且按了电源键关闭洗衣机，机器仍然在运行状态下，无法停止,"您好，程序结束后，滚筒转动且仍能听到风机运行声，是正常状态，烘干模组会有一个主动降温的过程，此时按下暂停键或关闭洗衣机电源键、均不支持立即停止烘干，为了保护烘干模组及用户的使用安全，洗衣机会主动降温，降温过程中门锁指示灯闪烁，蜂鸣发出『滴滴』的无效提示音，显示屏上【LOCK】与剩余时间交替显示。洗衣机智能判断到安全状态，会自动解锁，此时可开门取出衣物，请您放心使用。
（用户询问时间：暂停后约5-10分钟后机门解锁后，才可以打开机门，但是如果用户家里水压低或者水温高会加长时间。）
如：超过20分钟机门仍无法解锁，与用户确认烘干状态下是否打开了水龙头？
特别提示：中途暂停后，如需继续运行，需要用户手动按【启动/暂停】键继续运行机器，否则机器一直处于待选状态。",H1Neo,2023-09-04 16:07:52 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040181,常见问题,洗烘后的衣物缩水了（通用型回复）,"您好，衣物在洗护前，请您务必查看衣物标签上的使用说明后再进行洗涤/烘干，否则可能会造成衣物变形或受损。
部分衣物材质对温度要求高，为保证最佳的洗护效果，石头分子筛洗烘一体机不同洗护程序默认的洗烘温度也是不同的，请您根据标签建议进行洗护。",H1Neo,2023-09-04 16:11:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040187,常见问题,洗烘完，门密封圈上沾了很多毛屑,"您好，如果洗烘了掉毛较多的衣物，门密封圈上不排除会有吸附性较强的衣物毛屑附着，建议您运行一次筒自洁，可有效去除附着毛屑。石头分子筛洗烘一体机使用了涂有特氟龙材质的抗菌门密封圈，也易于您手动擦拭。若在产品使用过程中有问题，可随时给我们留言，我们将全力为您处理，感谢您对石头的信任与支持，谢谢~
（图例）",H1Neo,2023-09-04 16:09:52 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040176,常见问题,洗烘的全部衣物都很湿（能拧出水或像甩干后的状态）,"排水管安装异常（排水管弯折、排水延长管过长，排水管安装高度不对）
与用户确认排水管安装是否正确？
1，排水管是否有弯折处
2，排水延长管长度不能超过1.5m，
3，排水管高度没有在0.65m—1.2m之间
出现以上3种情况均会导致排水异常，烘干能力衰减，建议用户正确安装排水管。
烘干时忘记打开进水龙头了
您好，很抱歉给您带来不便，石头分子筛洗烘一体机在烘干状态下，仍需保持进水畅通，如果没有打开水龙头会导致冷凝效果差使衣服烘不干。
（必要时可以向用户简单解释下原理：洗烘一体机是采用分子筛吸附式烘干+水冷凝的方式，所以没有冷却水辅助降温冷凝的话，洗衣机烘干效率会下降，导致部分衣物烘不干。）
【进水阀过滤网】或【排水泵滤芯】堵塞（使用了较长时间没有清理过以上两个部件，突然发现烘干能力下降）
您好，很抱歉给您带来不便，请您检查进水阀过滤网，如有水垢堵塞，请清理后再使用。（给说明书中的清理指导图片）
您好，很抱歉给您带来不便，请您检查排水泵滤芯，如有毛屑堵塞，请清理后再使用。（给说明书中的清理指导图片）
程序使用错误（如普通衣物使用了羊毛洗或真丝洗程序之类）
您好，很抱歉给您带来不便，如：床单、被罩等大件衣物使用了羊毛或羽绒等程序，不同程序适配的烘干策略不同，可能会出现烘干异常的问题，为了保证更好的洗烘效果，建议您使用对应的洗护程序。",H1Neo,2023-09-04 16:14:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040177,常见问题,洗烘的衣物大部分已经烘干（仅部分潮湿）,"我们在持续优化烘干效果，请您连接手机APP，升级到最新版本后再体验
小件与大件（如床单与上衣），很多衣物混合在一起洗，导致的烘不干
您好，很抱歉给您带来不便，小件衣物与床单等大件衣物一起洗烘，大件衣物会把小件衣物包裹住，使洗衣机烘干时的抖散动作无法展开，从而导致小件衣物无法烘干，建议您分类洗烘，使用【家纺】+【洗烘】程序，单独洗烘四件套或窗帘等大件织物。
用户所处的环境在沿海潮湿的地带或梅雨季节，烘干后的衣物放置在洗衣机内长时间未取出，导致的潮湿
您好，很抱歉给您带来不便，如您所处的环境在沿海潮湿的地带或梅雨季节，烘干后未能及时取出，可能会出现微微潮湿，建议您再使用【快速】+【烘干】程序继续烘一下且及时拿出即可。
用户放入的衣物过多，挤满内筒，导致的烘不干
您好，很抱歉给您带来不便，如果您在滚筒内放入了过多衣物，充满了整个滚筒。使洗衣机烘干时的抖散动作无法展开，部分衣物因筒内空间不足而导致烘干效果不佳，建议您洗烘时减少衣物投放量，选择【快速】+【烘干】模式继续烘一会儿。
正常使用，但有衣物的边角没能烘干
您好，很抱歉给您带来不便，石头分子筛洗烘一体机H1的洗烘或烘干程序，会根据您选择的洗护程序与和RR智能算法专门调试的，软件算法自动判干，衣干即停。不同材质及重量的衣物含水率不同，混合洗烘时可能会出现烘干不匀的情况，您可以选择【快速】+【烘干】继续烘干即可，建议您下次分类洗涤或减少衣物量。
放入洗衣袋内的衣物，没能烘干
您好，很抱歉给您带来不便，衣物放入洗衣袋内，会影响衣物舒展而导致烘干效果不佳，使用烘干功能时，可以将衣物取出烘干。建议您将单件衣物放入单个洗衣袋内使用，避免多件衣物放入同一个袋内而影响烘干效果。
【干衣度】上选择了【微干】而衣物有潮湿感
您好，很抱歉给您带来不便，您在使用烘干程序的时候，干衣度选择了【微干】烘干后的衣物是略带水分，【微干】的潮湿效果适合熨烫定型使用。建议您下次将【干衣度】调节成【普通】或者【超干】
手洗的衣物，如没有彻底拧干而选择了【烘干】模式，导致烘不干
您好，很抱歉给您带来不便，您手洗的衣物，如没有彻底拧干而选择了【烘干】模式，可能会导致烘干效果不佳，建议使用【洗烘】+【单脱水】，甩干后再进行烘干。
洗衣机显示屏出现了烘干报错
与用户沟通进行烘干异常排查后，（询问情况，插拔电后仍报错，可安排售后上门排查）",H1Neo,2023-09-04 15:56:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040199,常见问题,洗衣机放在外面，结冰了怎么办？,"您好，如果洗衣机放置在0°C的环境中导致结冰，可按以下方法处理。
用温热毛巾包裹水龙头帮助解冻，并将卸下的进水管放入温水中浸泡。
滚筒内倒入温水，关上机门静置10分钟，重新将进水管连接到水龙 头，确保正常使用。
洗衣机的工作环境温度为：0°C ~ 40°C，建议您将洗衣机摆放在适合的环境中使用，以免影响产品体验及寿命。
（任何清洁前都务必拔下电源插头，拆卸后的部件务必安装到位，检查测试后再使用）",H1Neo,2023-09-04 15:57:06 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040156,常见问题,洗衣机洗衣服的时候，用水太少，看不见水位？,您好，滚筒洗衣机采用的是节水型摔打式洗涤原理，和波轮洗衣机的洗涤原理是有区别的，因此洗涤程序的水位在机门可视区以下，虽然用水看起来较少，但洗涤效果不会受到任何影响，您可以放心使用。,H1Neo,2023-09-04 16:21:52 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040136,常见问题,洗衣机的APP是否可以共享？,"您好，石头洗烘一体机是支持家人共享的，可以放心使用。
（实际共享十几个都行，但不主动说具体数量了），也可以确认用户需要共享几位家人，他说几个，我们回复放心共享，没问题",H1Neo,2023-09-04 16:12:07 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040132,常见问题,洗衣机的机门关不严是否正常？（机门晃动）,您好，整机在仓门留有约3-5mm左右的移动量，本身设计如此。如使用中无漏水情况，则说明无异常，请您放心使用。,H1Neo,2023-09-04 16:15:04 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
ICWIKI202309040152,常见问题,洗衣机突然出现异响（先确认洗衣阶段，可以请用户录制视频，便于分析）,您好，请您确认衣物口袋里是否有异物在洗涤过程中掉入到滚筒内，如果直径小于5mm的硬质物体，可能会掉入内筒和外桶之间，建议您转动内筒，如听到摩擦筒壁的声音，试着运行一下漂+脱模式，异物可通过排水系统进入排水泵滤芯处，请您查看并清理排水泵滤芯内异物，如滚筒转动后无摩擦筒壁的声音，可直接检查排水泵滤芯,H1Neo,2023-09-04 16:13:52 已生效,李静,2023-09-07 11:38:00.000000,h1neo,1,ICMU038,洗衣机,
